`id`,`url`,`name`,`description`,`domain`
19552315,https://api.github.com/repos/gelmernan/egit-github,egit-github,GitHub Mylyn Connector,
19569279,https://api.github.com/repos/contentful-labs/Stargate,Stargate,A communication channel from your Mac to your watch.,
19581764,https://api.github.com/repos/vsmaks/audiostream-metadata-retriever,audiostream-metadata-retriever,this library allow you to retrieve metadata from audiostream,
19594347,https://api.github.com/repos/Nododo/ADo_GuideView,ADo_GuideView,_ÂŒÏö_ãÓ¬¾öáŒ_¥Œø_ŽÁµ(ŠÈÀ_Ô¾÷Òbobo),
19600642,https://api.github.com/repos/kensupernova/yodel-demo-android,yodel-demo-android,A Demo app utilizing the Yodel demo server stack,
19612571,https://api.github.com/repos/keith/dotfiles,dotfiles,My vim, zsh, tmux, and OS X dotfiles,
19630614,https://api.github.com/repos/euseibus/Corange,Corange,Pure C Game Engine,
19637265,https://api.github.com/repos/tharun-b/FLEXclusion,FLEXclusion,Balancing Cache Capacity and On-chip Bandwidth via Flexible Exclusion,
19641501,https://api.github.com/repos/tehzi/family,family,„Û_µ_«_¡_¼„â__„Û „_µ__„Î_ü,
19644716,https://api.github.com/repos/alexanderzobnin/grafana-zabbix,grafana-zabbix,Zabbix API datasource for Grafana dashboard,
19664730,https://api.github.com/repos/wjtorres/go,go,The Open Source Data Science Masters,
19685186,https://api.github.com/repos/simple-rtmp-server/srs-sea,srs-sea,The SEA(Stream Encoder for Android) publish live stream to SRS over HTTP-FLV.,
19689982,https://api.github.com/repos/zgp1027/NHBalancedFlowLayout,NHBalancedFlowLayout,UICollectionViewLayout subclass for displaying items of different sizes in a grid without wasting any visual space. Inspired by: http://www.crispymtn.com/stories/the-algorithm-for-a-perfectly-balanced-photo-gallery,
19696936,https://api.github.com/repos/igorprado/react-notification-system,react-notification-system,A notification system made in React fully customized,
19710500,https://api.github.com/repos/jhurray/JHChainableAnimations,JHChainableAnimations,Chainable Animations in Objective-C,
19717550,https://api.github.com/repos/x0r1/WIN_JELLY,WIN_JELLY,Windows GPU RAT PoC by Team Jellyfish,
19755185,https://api.github.com/repos/choener/CMcompare,CMcompare,Comparison of Infernal covariance models,
19755702,https://api.github.com/repos/trifonnt/killbill-hello-world-java-plugin,killbill-hello-world-java-plugin,Hello World Kill Bill plugin in Java,
19758699,https://api.github.com/repos/worrallj/Spoon-Knife,Spoon-Knife,This repo is for demonstration purposes only.,
19761685,https://api.github.com/repos/mobitar/Starburst,Starburst,A collection of animated image sequences for Apple Watch,
19790971,https://api.github.com/repos/iSolutions-jdoo/CalmCamel,CalmCamel,A Sass and JavaScript library for styling profile images and comment sections,
19820804,https://api.github.com/repos/lance-123213/dwz_Thinkphp,dwz_Thinkphp,¾¥«ŒöDWZŒäÇø¾Á ¾_¦ŒÕÎthinkphpŒ_Œ¡¾Á ¾_¦_ã1Šü»Œ¼ÓÓ¬‹Ûâ¾Ð_Š_ÀŒ_¤Œ¨¦Œ_ÛŒÔŠ_Šü_¼¤Œ¼ÓÓ¬‹Ûâ,
19823479,https://api.github.com/repos/gamelife1314/PHPZip,PHPZip,PHP Class to create archives of compressed files in ZIP format.,
19936916,https://api.github.com/repos/concurrentdevelopment/HtmlAttributeHelper,HtmlAttributeHelper,
19943063,https://api.github.com/repos/xiaochao/webpy,webpy,web.py is a web framework for python that is as simple as it is powerful. ,
20008478,https://api.github.com/repos/toumingyu/SmoothProgressBar,SmoothProgressBar,A small Android library allowing you to have a smooth and customizable horizontal indeterminate ProgressBar,
20029138,https://api.github.com/repos/devnixs/ODataAngularResources,ODataAngularResources,Allows making OData queries from angular resources,
20029706,https://api.github.com/repos/blackzig/Hospital,Hospital,ExercÌ_cio,
20030610,https://api.github.com/repos/emclab/banquetx,banquetx,
20064306,https://api.github.com/repos/oprotono/MasterDo,MasterDo,
20104020,https://api.github.com/repos/tumbudu/SwiftPractice,SwiftPractice,
20138487,https://api.github.com/repos/imagemagick/ImageMagick,ImageMagick,Create, edit, compose, or convert bitmap images,
20163538,https://api.github.com/repos/kelseyhightower/kubestack,kubestack,Managing Kubernetes with Packer and Terraform.,
20224741,https://api.github.com/repos/TeamQuestionIt/GGJ_Qit_Unity5,GGJ_Qit_Unity5,Unity 5 version of original game.,
20226295,https://api.github.com/repos/ian000/gulp-connect-pm2,gulp-connect-pm2,Gulp plugin to run a webserver (with LiveReload and PM2),
20265215,https://api.github.com/repos/hitYOUcry/android-stackblur,android-stackblur,Android StackBlur is a library that can perform a blurry effect on a Bitmap based on a gradient or radius, and return the result. The library is based on the code of Mario Klingemann.,
20285835,https://api.github.com/repos/dotch/angular-express-starter,angular-express-starter,Starter Kit for Angular apps with an Express-powered Node server.,
20311740,https://api.github.com/repos/suruiqiang/NOTTaskPaperForIOS,NOTTaskPaperForIOS,Source code for the original TaskPaper for iOS.,
20349010,https://api.github.com/repos/BenWise9000/FOSUserBundle-HWIOAuthBundle-integration,FOSUserBundle-HWIOAuthBundle-integration,
20378057,https://api.github.com/repos/robturner/incubator-mrql,incubator-mrql,Mirror of Apache MRQL (Incubating),
20390809,https://api.github.com/repos/36Kr-Mobile/KRVideoPlayer,KRVideoPlayer,±ÈŠ__Weico_ã¾Õ_¾Ó_Œª¬•_Î¾Óø¾ÎÇÐŒ±¾¬ÁŒ_ŠüÜŒÉ¬Œ±¾Õ_¾Ó_,
20398795,https://api.github.com/repos/xxonehjh/voltagemonitor,voltagemonitor,ŠüÛŠü»Eclipse RCP¬ÜŒ¼•_ÎÝÔ¾_¤ÓµŒ_Ü¾¥¡¾¨,
20410311,https://api.github.com/repos/Mit2Mit2/datasharing,datasharing,The Leek group guide to data sharing ,
20425918,https://api.github.com/repos/devunt/ika,ika,Service bot daemon for http://ozinger.org/,
20434473,https://api.github.com/repos/ThomasHeld/datasharing,datasharing,The Leek group guide to data sharing ,
20435182,https://api.github.com/repos/leverdeterre/JMActionSheetDescription,JMActionSheetDescription,ActionSheetDescription ,
20450716,https://api.github.com/repos/motianhuo/wechat,wechat,ŽÇ÷ŠÈÀŒ_¨ŠÀÁ,
20450796,https://api.github.com/repos/bang590/JSPatch,JSPatch,JSPatch bridge Object-C and Javascript using the Object-C runtime. You can call any Object-C class and method in JavaScript by just including a small engine.,
20465270,https://api.github.com/repos/esbenp/lumen-api-oauth,lumen-api-oauth,The code for a blog post I wrote about creating web apps using a Lumen API that is authenticated by OAuth2,
20508542,https://api.github.com/repos/dvanetten03/gdi-new-site,gdi-new-site,This is the official repository for the Girl Develop It website.,
20532547,https://api.github.com/repos/css-modules/css-modules,css-modules,Documentation about css-modules,
20532667,https://api.github.com/repos/SlimRemix/android_external_libpng,android_external_libpng,LibPNG for Android,
20634755,https://api.github.com/repos/jungu9/aaaa,aaaa,
20637830,https://api.github.com/repos/vorador/ioweb2015,ioweb2015,I/O Web App,
20647545,https://api.github.com/repos/riis/M.A.D.,M.A.D.,Makers Against Drought,
20654502,https://api.github.com/repos/samdhil/IdealRemit_WIP,IdealRemit_WIP,
20660971,https://api.github.com/repos/CortYuming/example-vagrant-coreos-python,example-vagrant-coreos-python,‹â_‹Ä_‹Ä_‹ÄäŒÉ´Œ_Ý‹ª‹âÜ‹¬ docker build ‹Ñ‹_ docker run ‹Ñ‹_Œ¨ÙÁÎ‹ª‹âÜ‹âµ‹Ä_‹ÄÑ‹ÄÇ,
20666664,https://api.github.com/repos/pypyjs/pypyjs,pypyjs,PyPy compiled to JavaScript,
20680088,https://api.github.com/repos/srussvoll/libxcomfort,libxcomfort,Open source library for controlling Moeller XComfort devices through the USB/RS232 dongle,
20682630,https://api.github.com/repos/PolymerElements/seed-element,seed-element,Polymer element boilerplate,
20737229,https://api.github.com/repos/wealthbot-io/wealthbot,wealthbot,Use wealthbot.io to easily setup your own wealth management platform,
20752407,https://api.github.com/repos/ericelliott/prod-module-boilerplate,prod-module-boilerplate,An npm scripts boilerplate for modules intended for production.,
20754312,https://api.github.com/repos/gnilrets/ruby-spark,ruby-spark,Ruby wrapper for Apache Spark,
20769533,https://api.github.com/repos/ize3fonda/samplecode,samplecode,
20774253,https://api.github.com/repos/duanxifeng/android-intents,android-intents,A small library which will save you from writing the same intent creation code again and again for the most simple tasks,
20835622,https://api.github.com/repos/SentinelDataHub/DataHubSystem,DataHubSystem,DataHubSystem ,
20844574,https://api.github.com/repos/SlateFoundation/slate-theme,slate-theme,New unified Slate theme for turnkey,
20873386,https://api.github.com/repos/gotokatsuya/BlurredGridMenu,BlurredGridMenu,Cool blurred grid menu for Android.,
20925694,https://api.github.com/repos/RKX1209/bhyve,bhyve,FreeBSD's BHyVe project,
20935792,https://api.github.com/repos/usufruct/eslint-plugin-angular,eslint-plugin-angular,ESLint plugin for AngularJS applications,
20955762,https://api.github.com/repos/chendesheng/ReagentNativeDemo,ReagentNativeDemo,A demo of how to make reagent work with react native,
21034797,https://api.github.com/repos/mwlmc/SWAP2015-1,SWAP2015-1,
21037532,https://api.github.com/repos/sidNee/eportfolio-xamarin,eportfolio-xamarin,
21044484,https://api.github.com/repos/ryanries/UniversalPauseButton,UniversalPauseButton,A pause button that pauses the unpausable. Handy for video game cut scenes especially.,
21058198,https://api.github.com/repos/commercialhaskell/stack,stack,The Haskell Tool Stack,
21065369,https://api.github.com/repos/SaschaDens/ldap-connector,ldap-connector,Provides an solution for authentication users with LDAP for Laravel 5.1,
21125630,https://api.github.com/repos/feross/eslint-config-standard-react,eslint-config-standard-react,
21174695,https://api.github.com/repos/pilgr/paper,paper,Fast and simple data storage for Android,
21187110,https://api.github.com/repos/ChenYilong/iOS9AdaptationTips,iOS9AdaptationTips,iOS9ŽÛâŽÉ_ÈŒöÑ¾¥ª¬Ü,
21191867,https://api.github.com/repos/aipomp/apollo-app-ios,apollo-app-ios,ŽÑ¬¾öáAPP-IOS,
21216818,https://api.github.com/repos/marshally/start_your_engines,start_your_engines,
21312489,https://api.github.com/repos/andrew-canaday/giant_collection_of_programming_links,giant_collection_of_programming_links,Exactly like the URI says...,
21341462,https://api.github.com/repos/akschhn/ZXing.Net,ZXing.Net,Github clone of the http://zxingnet.codeplex.com SVN repository,
21358389,https://api.github.com/repos/bonashen/stream-groupby,stream-groupby,group by for stream json object. it's collection tookit part.,
21378283,https://api.github.com/repos/andrerr/faculdade,faculdade,
21448026,https://api.github.com/repos/lbarr/github-markdown-css,github-markdown-css,The minimal amount of CSS to replicate the GitHub Markdown style,
21582674,https://api.github.com/repos/erikcauwenbergh/datasharing,datasharing,The Leek group guide to data sharing ,
21584862,https://api.github.com/repos/theothernic/mailgrounds,mailgrounds,
21603107,https://api.github.com/repos/zhuli19901106/lintcode,lintcode,Yet another OJ for practicing.,
21618029,https://api.github.com/repos/thiagokimo/Faker,Faker,Provides fake data to your Android MVPs,
21629316,https://api.github.com/repos/coodict/javascript-in-one-pic,javascript-in-one-pic,Learn javascript in one picture.,
21640858,https://api.github.com/repos/dpsanders/invitation_to_julia,invitation_to_julia,
21667956,https://api.github.com/repos/phlaidback/source,source,Source files from JSPro.com examples,
21681863,https://api.github.com/repos/timklapdor/feedbaq,feedbaq,
21700832,https://api.github.com/repos/unt-csce/major-assignment,major-assignment,CSCE3600 Major assignment,
21719074,https://api.github.com/repos/liudong1983/mybus,mybus,MySQL¾¥¡¾¨Œ¼ÒŒÎredisŠÈ´Œ_hbaseŽÇ÷ŽÛÙŒÉ¬Žà•_ÎŒ¢_ŽàŒÎ¾_´Œá´ŒÉá,
21770593,https://api.github.com/repos/aknh9189/website,website,free hosting,
21784371,https://api.github.com/repos/krishkumar/BlockParty,BlockParty,iOS 9 Safari Content Blocker App,
21864762,https://api.github.com/repos/yongjhih/RxMediaStore,RxMediaStore,RxMediaStore,
21908633,https://api.github.com/repos/ShMcK/Angular-Meteor-Boilerplate,Angular-Meteor-Boilerplate,Full Featured Angular Meteor Boilerplate,
21909651,https://api.github.com/repos/Abhilash-Ponnachan/Binary-Face,Binary-Face,Pebble Binary Face,
21921763,https://api.github.com/repos/Modbder/ThaumicBases,ThaumicBases,An addon for ThaumCraft 4(made by Azanor), which adds a lot of random things. ,
21924858,https://api.github.com/repos/anmoljagetia/Flatabulous,Flatabulous,This is a Flat theme for Ubuntu and other debian based Linux Systems.,
21963930,https://api.github.com/repos/zgia/swoole-crontab,swoole-crontab,ŒÙ¼Š¼_swoole_ãŒ¨_¾Ñ¦Œª¬¬ÜŒ¼•_Î¾Óø¾Î¤Õ¼¤Œ_ã ,
21971963,https://api.github.com/repos/openstf/stf,stf,Control and manage Android devices from your browser.,
21974766,https://api.github.com/repos/KittenYang/KYAsyncLoadBubble,KYAsyncLoadBubble,A bubble which can async-load web content without interrupt your current process.,
21975229,https://api.github.com/repos/anlichen/Anli-and-Richa-Project---Magic-8-Ball,Anli-and-Richa-Project---Magic-8-Ball,
22036307,https://api.github.com/repos/daiqingyang/ansible-examples,ansible-examples,A few starter examples of ansible playbooks, to show features and how they work together.  See http://galaxy.ansible.com for example roles from the Ansible community for deploying many popular applications.,
22041659,https://api.github.com/repos/VundleVim/Vundle.vim,Vundle.vim,Vundle, the plug-in manager for Vim,
22042237,https://api.github.com/repos/actorapp/actor-platform,actor-platform,Actor Messaging platform,
